word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,log_freq,number_of_meanings,avg_variance_between_meanings,PoS,sentiment
stretch,7,4.871,5.719,5.323,4.063,4.75,6.25,3.188,4.161,3.821,0,7.059321970908615,0,0.0,VERB,1.0
strict,6,5.097,3.469,3.875,2.813,3.281,5.346,3.531,3.968,4.25,0,6.916794459824123,0,0.0,ADJ,1.0
strictly,8,4.206,3.727,4.0,3.429,2.743,5.091,3.8,4.0,3.735,0,7.0072846534402355,0,0.0,ADV,1.0
stride,6,4.941,5.971,6.824,4.235,4.5,5.303,5.029,4.546,5.059,0,6.189318190055678,0,0.0,NOUN,1.0
strife,6,4.903,3.5,3.871,3.167,3.394,3.606,5.844,4.903,4.412,0,6.062989390668523,0,0.0,NOUN,0.0
strike,6,5.061,3.424,5.697,4.294,5.147,5.455,4.455,5.029,5.333,1,7.270004166245167,2,0.38877483333333335,NOUN,1.0
string,6,3.118,5.229,4.914,5.882,6.143,6.091,2.6,2.242,4.029,0,7.721656846098745,0,0.0,NOUN,1.0
strip,5,5.606,4.807,5.161,4.25,4.849,5.129,4.424,3.032,3.531,1,7.272107211336946,3,0.9120531111111112,NOUN,1.0
stripper,8,6.25,3.875,4.781,6.219,6.344,5.548,5.788,4.323,3.212,0,6.232752735713193,0,0.0,NOUN,1.0
stroke,6,4.629,3.8,4.143,4.914,5.143,4.818,4.114,3.771,3.771,1,7.0584410574673475,2,3.3234619444444444,NOUN,1.0
stroll,6,4.559,6.455,5.971,4.294,4.971,4.788,4.091,3.606,3.206,0,6.2286872268407905,0,0.0,VERB,1.0
strong,6,6.706,7.571,7.618,3.943,5.086,6.515,2.485,5.882,5.8,0,7.785110546378918,0,0.0,ADJ,2.0
struggle,8,4.576,2.853,3.0,3.735,4.147,5.576,4.324,4.849,4.382,0,7.026838429942328,0,0.0,NOUN,1.0
stubble,7,4.257,5.344,5.743,6.121,6.344,5.485,5.235,2.824,6.188,0,5.465806528034874,0,0.0,NOUN,1.0
stuck,5,4.394,3.382,3.457,3.429,4.088,5.686,2.571,3.794,4.314,0,6.960024361730459,0,0.0,ADJ,1.0
student,7,5.177,6.086,5.857,6.286,6.229,6.853,4.429,4.171,3.943,0,8.157124694554582,0,0.0,NOUN,1.0
study,5,3.743,5.429,5.206,4.486,5.257,6.559,4.143,4.765,4.029,0,8.18462998373647,0,0.0,NOUN,1.0
stumble,7,4.839,3.875,3.419,3.807,4.625,4.321,4.219,3.063,4.172,0,6.045967290970633,0,0.0,VERB,1.0
stupid,6,4.152,2.25,3.455,3.394,3.242,6.194,2.758,4.273,4.273,0,7.149784559260522,0,0.0,ADJ,0.0
style,5,5.914,6.441,5.943,3.029,4.257,6.0,4.286,4.457,2.382,0,8.004425703724358,0,0.0,NOUN,1.0
stylish,7,5.743,7.086,6.029,3.171,4.2,5.333,5.118,4.735,2.206,0,6.987150971879001,0,0.0,ADJ,2.0
subdue,6,3.742,4.061,3.813,3.0,2.613,4.1,6.086,3.758,4.121,0,5.455574166804092,0,0.0,VERB,1.0
subject,7,3.546,4.971,4.697,3.912,3.543,5.688,3.8,4.531,4.0,0,8.408609362236493,0,0.0,NOUN,1.0
subjective,10,3.824,4.943,4.714,2.314,2.314,4.656,6.222,4.059,3.417,0,6.704856315261189,0,0.0,ADJ,1.0
sublime,7,5.233,6.71,5.613,2.484,2.25,3.939,5.938,4.4,3.3,0,7.164283333356812,0,0.0,ADJ,2.0
submarine,9,4.5,5.121,4.594,6.655,6.588,3.926,4.0,5.485,5.438,0,6.441976197340362,0,0.0,NOUN,1.0
substance,9,4.5,5.303,5.5,4.697,3.303,5.818,5.324,4.0,4.029,0,7.2091628788246815,0,0.0,NOUN,1.0
substantial,11,5.0,6.514,6.364,3.543,3.235,5.121,6.0,5.758,4.382,0,7.193613683651836,0,0.0,ADJ,1.0
substitute,10,3.75,4.394,4.455,3.656,3.818,5.182,5.0,3.742,4.152,0,7.013253104930597,0,0.0,NOUN,1.0
subtle,6,3.879,5.818,4.882,2.529,2.412,5.2,5.441,2.882,3.182,0,6.713932928463141,0,0.0,ADJ,2.0
subtract,8,3.182,4.147,4.647,3.235,3.758,5.324,3.324,3.059,4.412,0,6.177331857179548,0,0.0,VERB,1.0
suburb,6,2.938,4.788,4.25,5.091,5.0,4.483,5.364,4.879,3.333,0,6.480772036219878,0,0.0,NOUN,1.0
suburbs,7,3.2,4.567,4.25,4.875,5.387,4.357,5.344,4.697,3.667,0,6.6901560167305005,0,0.0,NOUN,1.0
success,7,6.8,8.371,7.588,3.257,4.143,6.303,4.242,6.057,3.829,0,7.770753386153299,0,0.0,NOUN,2.0
successful,10,6.853,8.206,7.091,2.677,4.5,6.258,4.588,5.471,3.818,0,7.633889375784017,0,0.0,ADJ,2.0
suffer,6,5.182,1.743,2.941,2.657,4.382,4.97,4.382,5.265,4.177,0,6.941196778163911,0,0.0,VERB,1.0
suffering,9,4.121,1.563,3.235,3.086,4.471,5.438,4.543,5.257,3.758,0,7.026608759015081,0,0.0,VERB,0.0
suffix,6,2.938,4.677,4.9,3.467,3.273,3.559,6.094,2.645,4.0,0,6.340986941022922,0,0.0,NOUN,1.0
suffocate,9,4.548,1.533,2.969,4.333,4.667,4.833,5.031,4.182,4.563,0,5.147518651362247,0,0.0,VERB,0.0
sugar,5,5.515,6.2,5.097,6.367,6.25,6.556,2.419,2.125,3.0,0,7.351222787165173,0,0.0,NOUN,1.0
suicidal,8,3.6,1.343,4.057,2.727,3.886,5.171,6.029,5.765,4.429,0,6.128431581093246,0,0.0,ADJ,0.0
suicide,7,5.031,1.382,4.25,4.667,4.606,5.871,5.324,5.333,4.088,0,7.0412436571030685,0,0.0,NOUN,0.0
suit,4,4.273,5.719,5.5,6.0,6.242,5.697,3.412,3.636,5.6,1,7.297116490351287,4,1.0469067685185187,NOUN,1.0
suitcase,8,3.455,5.485,5.706,6.735,6.735,5.939,3.177,3.875,4.529,0,6.0944861522456,0,0.0,NOUN,1.0
sulk,4,3.559,3.059,3.647,3.441,4.2,4.824,3.206,3.471,4.2,0,4.950919540032904,0,0.0,VERB,1.0
sulky,5,2.97,3.061,4.273,2.75,4.212,4.5,3.941,3.697,3.688,0,5.194111773891641,0,0.0,NOUN,1.0
sulphur,7,3.629,4.765,4.97,6.182,4.727,3.688,5.971,2.882,4.588,0,6.267699134516976,0,0.0,NOUN,1.0
sultan,6,4.444,5.063,5.355,5.156,4.968,2.853,5.129,4.548,5.5,0,6.194281175554404,0,0.0,PROPN,1.0
summary,7,3.543,4.971,5.2,4.114,3.286,5.559,4.971,3.177,4.257,0,7.9059394813160715,0,0.0,NOUN,1.0
summer,6,6.886,7.8,5.371,4.971,6.114,6.212,2.257,5.543,2.714,0,7.826737975858542,0,0.0,NOUN,1.0
sun,3,6.212,7.469,5.758,6.727,6.656,6.677,1.625,6.273,3.188,0,8.083568905595842,0,0.0,NOUN,1.0
sunburn,7,4.829,2.714,4.0,6.314,6.286,5.647,3.229,4.114,3.971,0,5.675902015529503,0,0.0,NOUN,0.0
sunk,4,3.229,3.152,3.788,4.029,3.971,4.576,3.943,3.879,4.794,0,6.085573473356121,0,0.0,VERB,0.0
sunlight,8,6.265,7.364,5.121,5.531,6.125,6.29,2.914,5.057,3.088,0,6.523375727993779,0,0.0,NOUN,1.0
sunny,5,6.882,8.265,5.706,5.257,6.6,6.424,1.882,4.853,2.829,0,6.977603906378669,0,0.0,ADJ,2.0
sunrise,7,6.182,7.788,5.5,5.531,6.484,5.933,3.344,5.727,3.226,0,6.834148532604094,0,0.0,NOUN,1.0
sunset,6,5.886,7.472,4.824,6.0,6.714,6.364,3.444,5.882,2.4,0,7.0719628595233575,0,0.0,NOUN,1.0
sunshine,8,7.281,8.156,6.094,5.533,6.5,6.478,2.313,5.903,2.793,0,6.96153295201999,0,0.0,NOUN,1.0
super,5,6.697,8.03,6.938,2.606,3.424,6.29,2.485,5.303,4.194,0,7.8241472355775485,0,0.0,ADV,2.0
superb,6,6.882,8.485,7.156,2.618,3.303,6.067,4.0,5.182,3.242,0,6.896861343654312,0,0.0,ADJ,2.0
supermarket,11,4.121,5.486,5.059,6.257,6.625,6.364,3.429,5.441,3.313,0,6.460272850745583,0,0.0,NOUN,1.0
supplication,12,3.6,4.762,4.9,3.227,2.708,2.849,6.333,4.158,4.136,0,5.311122085870716,0,0.0,NOUN,1.0
support,7,4.758,7.429,5.143,3.5,3.029,5.939,4.314,4.971,2.938,0,8.572305220757839,0,0.0,NOUN,1.0
supportive,10,4.788,8.0,6.0,3.147,3.546,5.879,4.941,5.088,2.735,0,6.692203369732837,0,0.0,ADJ,2.0
suppress,8,3.8,3.177,3.559,2.971,3.286,4.943,5.824,4.143,4.088,0,6.338267195585844,0,0.0,VERB,1.0
suppression,11,3.818,2.576,3.0,2.471,2.471,4.424,6.147,4.412,4.182,0,6.5397355748223,0,0.0,NOUN,1.0
supreme,7,6.485,7.182,6.853,2.559,2.909,4.147,5.235,5.971,4.353,0,7.344515470074211,0,0.0,ADJ,1.0
sure,4,4.914,6.486,7.118,3.088,2.743,6.118,2.857,4.706,4.086,0,8.043475219202264,0,0.0,ADJ,1.0
surf,4,5.1,5.903,5.533,4.788,6.219,4.9,3.849,4.194,4.719,1,7.05701908623678,2,0.07926855555555559,PROPN,1.0
surfer,6,5.143,5.941,5.529,6.485,6.333,4.742,4.147,3.546,5.265,0,6.264152890891421,0,0.0,NOUN,1.0
surge,5,5.906,4.968,6.3,4.2,3.697,4.438,5.818,5.033,4.344,0,6.735329218104451,0,0.0,NOUN,1.0
surgeon,7,4.829,6.4,4.324,6.429,6.382,5.667,4.371,4.771,5.371,0,6.728364821890168,0,0.0,NOUN,1.0
surgery,7,5.469,3.939,3.849,6.3,6.265,5.5,4.314,5.647,4.324,0,7.602343482221119,0,0.0,NOUN,1.0
surplus,7,4.032,5.182,5.029,3.219,3.818,4.781,6.118,5.147,4.242,0,6.8632946598097755,0,0.0,NOUN,1.0
surprise,8,7.353,7.088,3.647,3.152,4.469,6.25,2.735,5.394,2.706,0,7.165671137935362,0,0.0,NOUN,1.0
surprising,10,6.412,6.515,5.088,2.629,3.588,6.0,3.543,4.429,3.706,0,6.741214098079335,0,0.0,ADJ,1.0
surrender,9,5.0,3.344,2.813,3.313,3.344,4.586,4.656,4.452,4.172,0,6.604106335519165,0,0.0,VERB,1.0
surveyor,8,3.0,5.0,4.839,4.968,3.625,3.533,6.281,3.933,4.926,0,6.346938485877195,0,0.0,NOUN,1.0
survive,7,6.235,7.143,6.147,3.152,3.686,5.625,4.529,5.875,4.857,0,6.918358556139896,0,0.0,VERB,1.0
survivor,8,6.242,7.424,6.97,4.546,4.656,5.0,4.382,4.912,4.613,0,6.7496396317835075,0,0.0,NOUN,1.0
suspect,7,4.656,3.088,4.152,3.97,4.029,5.091,4.677,4.576,4.849,0,6.995184347236864,0,0.0,VERB,1.0
suspend,7,4.686,3.8,3.912,3.875,3.576,4.647,5.152,4.303,4.229,0,6.5201113080158395,0,0.0,VERB,1.0
suspended,9,4.546,3.059,3.429,3.857,3.647,4.765,4.914,4.8,4.6,0,6.878438030630681,0,0.0,VERB,1.0
suspension,10,4.727,4.212,4.143,4.057,3.5,5.114,5.314,4.743,4.429,0,7.1147831335276885,0,0.0,NOUN,1.0
suspicion,9,5.2,2.771,3.914,3.0,3.229,5.235,5.029,4.771,3.629,0,6.398742017603866,0,0.0,NOUN,1.0
sustain,7,3.97,6.455,6.03,3.091,2.515,5.161,5.485,4.455,4.091,0,6.6232119601488115,0,0.0,VERB,1.0
sustenance,10,4.394,6.697,4.939,3.697,3.469,3.968,6.091,4.563,4.241,0,5.583047935333001,0,0.0,NOUN,1.0
swamp,5,3.486,3.636,4.686,5.914,6.229,4.147,3.647,5.171,4.735,0,6.410876224370656,0,0.0,NOUN,1.0
swan,4,4.6,6.636,5.743,6.618,6.829,5.452,2.514,3.353,2.114,0,6.678121505711418,0,0.0,NOUN,1.0
swarm,5,4.588,3.441,4.455,4.531,5.143,4.344,4.657,4.441,4.324,0,6.0637741861549195,0,0.0,NOUN,1.0
sway,4,4.121,5.229,4.647,3.941,5.457,4.788,4.057,3.412,3.706,0,6.18757909286009,0,0.0,VERB,1.0
sweat,5,4.971,4.457,4.735,5.944,5.97,6.438,3.778,3.286,5.667,0,6.6581655199848155,0,0.0,NOUN,1.0
sweater,7,3.697,5.515,5.071,6.5,6.667,4.923,3.807,3.406,3.774,0,6.579648715808273,0,0.0,NOUN,1.0
sweatshirt,10,3.485,5.656,5.242,6.563,6.424,6.031,3.576,3.5,5.188,0,6.564278694940048,0,0.0,NOUN,1.0
sweaty,6,3.636,3.091,4.219,5.206,5.97,6.0,3.147,3.5,5.576,0,5.876864757622543,0,0.0,ADJ,1.0
sweep,5,3.743,4.829,5.758,5.152,5.515,5.063,3.143,3.647,3.515,0,6.559171770829093,0,0.0,VERB,1.0
sweeper,7,3.677,5.061,5.281,5.303,4.742,3.29,4.121,3.323,4.563,0,6.078671012335094,0,0.0,NOUN,1.0
sweet,5,6.2,7.647,5.206,4.394,5.114,6.471,2.059,3.086,2.147,1,7.509362805230174,2,0.3864084999999999,ADJ,2.0
sweetheart,10,6.029,7.242,4.765,3.735,4.647,5.706,3.382,3.618,2.118,0,6.247424776720869,0,0.0,NOUN,1.0
sweets,6,6.657,6.735,5.636,6.618,6.677,6.419,1.912,2.429,2.941,0,6.471979727950224,0,0.0,NOUN,1.0
swift,5,5.059,6.0,5.771,3.0,3.364,4.688,4.314,3.118,3.767,1,6.767158167465645,2,0.7098300555555556,PROPN,1.0
swim,4,4.758,5.829,6.086,6.03,6.412,6.406,2.343,3.829,3.936,0,6.941466808323029,0,0.0,VERB,1.0
swimmer,7,4.839,6.118,5.485,6.031,6.152,5.567,2.794,3.697,4.177,0,5.942817815220687,0,0.0,NOUN,1.0
swimming,8,5.1,6.097,6.094,4.966,5.867,5.815,2.606,3.781,3.714,0,7.310822052548111,0,0.0,NOUN,1.0
swindle,7,3.645,2.839,4.767,2.867,2.833,3.147,5.897,3.821,4.469,0,5.40750137629516,0,0.0,NOUN,1.0
swing,5,5.394,5.758,5.677,5.781,6.194,6.065,2.063,3.906,3.438,0,7.104980772322559,0,0.0,NOUN,1.0
sword,5,5.714,4.147,6.212,6.618,6.677,5.121,2.686,4.029,5.829,0,6.946240224492252,0,0.0,NOUN,1.0
syllable,8,3.471,5.303,5.03,4.364,3.273,4.909,4.543,3.143,3.636,0,6.0327093972720425,0,0.0,NOUN,1.0
symbol,6,4.636,5.469,5.576,4.387,4.576,6.0,4.059,3.424,3.914,0,7.3734906459528995,0,0.0,NOUN,1.0
sympathy,8,5.294,6.088,5.177,2.206,3.324,5.853,4.794,4.794,2.088,0,6.712424921322119,0,0.0,NOUN,1.0
symphony,8,5.382,6.971,5.03,5.0,4.457,3.75,5.727,5.529,2.886,0,6.844405470851979,0,0.0,NOUN,1.0
symptom,7,4.226,3.5,3.265,3.97,3.971,5.871,4.824,4.394,3.849,0,6.577990033447235,0,0.0,NOUN,1.0
synagogue,9,2.971,5.121,4.353,6.375,5.813,3.941,5.818,5.212,4.563,0,6.1115639277315825,0,0.0,NOUN,1.0
syphilis,8,5.065,1.677,3.233,5.125,2.933,3.5,6.656,3.906,4.226,0,5.904028676498287,0,0.0,NOUN,1.0
syringe,7,5.469,3.438,3.645,6.552,6.4,5.039,4.969,2.438,4.032,0,6.036160818638796,0,0.0,NOUN,1.0
system,6,3.813,4.771,4.265,3.971,3.6,5.091,4.486,4.906,4.606,0,8.598763177075142,0,0.0,NOUN,1.0
table,5,3.357,5.129,5.033,6.704,6.792,6.733,2.313,3.875,4.0,1,8.218381747207435,2,0.3667025555555556,NOUN,1.0
tablespoon,10,2.636,5.485,5.303,6.546,6.758,6.188,2.909,2.303,3.485,0,6.131955641041983,0,0.0,NOUN,1.0
taboo,5,5.657,3.206,4.118,2.286,2.429,3.647,5.886,4.571,4.086,0,6.488539859002677,0,0.0,ADJ,1.0
tact,4,3.677,5.758,5.182,2.6,2.371,4.424,6.0,3.943,3.412,0,5.8322514530599845,0,0.0,NOUN,1.0
tail,4,3.939,5.0,5.281,6.161,6.344,5.9,2.143,2.647,3.971,0,7.023575199553496,0,0.0,NOUN,1.0
take,4,4.265,4.382,6.636,4.118,3.886,6.219,2.147,4.114,4.324,0,8.422178987808524,0,0.0,VERB,1.0
tale,4,5.029,5.889,6.029,3.286,4.235,5.844,2.886,3.743,3.528,0,7.008041787118929,0,0.0,NOUN,1.0
talent,6,6.515,7.594,6.606,3.281,4.364,5.966,3.606,5.424,3.727,0,7.104219692063409,0,0.0,NOUN,2.0
talented,8,6.588,8.206,6.912,2.824,4.333,6.3,3.667,5.344,3.576,0,6.797183582969127,0,0.0,ADJ,2.0
tall,4,5.094,6.324,6.406,5.294,6.441,6.125,2.114,5.485,5.559,0,7.156055125477269,0,0.0,ADJ,1.0
tame,4,3.424,5.485,4.485,3.061,3.667,5.156,4.091,3.438,3.219,0,6.10389262253744,0,0.0,ADJ,1.0
tamper,6,4.706,3.147,5.057,3.727,3.382,3.909,5.686,3.853,4.0,0,5.829338514999909,0,0.0,NOUN,1.0
tandem,6,4.036,5.5,4.214,4.613,4.643,3.235,5.774,3.793,3.714,0,6.3843417634895605,0,0.0,NOUN,1.0
tangerine,9,4.343,5.743,5.486,6.543,6.514,5.629,2.714,2.029,3.371,0,6.005441783047827,0,0.0,NOUN,1.0
tango,5,5.879,5.912,5.355,5.242,5.323,4.5,4.788,3.455,3.147,1,6.435733867921797,2,0.6659332777777779,NOUN,1.0
tank,4,4.457,4.0,4.914,6.382,6.471,5.406,3.343,5.353,5.743,1,7.3438124082044975,3,0.629331,NOUN,1.0
tanker,6,3.655,4.3,5.267,6.036,5.556,3.345,5.414,5.724,5.458,0,6.106842020683117,0,0.0,NOUN,1.0
tape,4,3.171,5.086,4.909,5.912,5.971,5.625,2.971,2.452,4.182,0,7.4905397076041345,0,0.0,NOUN,1.0
taper,5,3.393,5.039,4.704,4.704,4.5,3.25,6.179,2.963,3.931,0,6.111957433612691,0,0.0,NOUN,1.0
tapestry,8,3.743,5.909,5.441,6.059,6.029,3.677,5.2,4.394,2.485,0,6.408087596224948,0,0.0,NOUN,1.0
tarantula,9,5.618,3.382,4.4,6.867,6.657,4.813,3.629,3.177,4.636,0,5.590438326190496,0,0.0,NOUN,1.0
target,6,5.594,5.212,5.455,5.303,5.794,5.759,3.765,4.25,5.088,0,7.717669379825425,0,0.0,NOUN,1.0
tariff,6,3.059,4.059,4.559,4.235,3.177,3.849,6.242,3.882,4.706,0,6.7677527034972735,0,0.0,NOUN,1.0
taser,5,5.594,2.656,4.258,6.094,5.813,3.188,6.032,3.065,5.273,0,5.495690002957289,0,0.0,NOUN,1.0
taste,5,6.182,6.882,5.849,4.152,3.088,6.364,2.353,4.75,3.455,0,7.238330761397306,0,0.0,NOUN,1.0
tasty,5,6.912,7.647,5.971,2.939,3.281,6.091,2.818,4.273,3.581,0,6.552141877873293,0,0.0,ADJ,2.0
taught,6,5.156,6.406,5.194,3.303,2.594,5.786,3.394,4.303,3.533,0,7.206353884122263,0,0.0,VERB,1.0
taxi,4,4.75,5.29,4.968,6.517,6.6,6.483,3.625,4.188,4.679,0,6.862880487418328,0,0.0,NOUN,1.0
teach,5,4.9,7.182,6.121,3.656,3.548,6.138,2.515,4.656,3.129,0,7.280573431036919,0,0.0,VERB,1.0
teacher,7,4.97,6.364,4.219,5.393,5.276,6.379,2.333,4.241,2.781,0,7.681267873286984,0,0.0,NOUN,1.0
team,4,4.968,6.807,5.516,4.6,5.033,6.13,3.0,5.161,4.483,0,8.234739498872088,0,0.0,NOUN,2.0
tease,5,6.774,4.625,5.0,2.875,3.531,5.714,3.469,3.645,2.852,0,6.305195468448172,0,0.0,VERB,1.0
teasing,7,5.943,4.515,4.735,3.529,4.424,5.788,3.206,4.0,3.242,0,6.164974106753406,0,0.0,VERB,1.0
teaspoon,8,3.182,5.343,5.143,6.686,6.618,6.121,2.886,2.029,3.177,0,6.434629254000478,0,0.0,NOUN,1.0
technical,9,3.714,5.171,4.788,3.486,3.457,5.457,5.029,4.543,5.571,0,8.011962953803549,0,0.0,ADJ,1.0
technicality,12,4.171,4.257,4.429,2.971,2.4,4.294,5.943,4.2,5.029,0,5.208159080809386,0,0.0,NOUN,1.0
technician,10,3.094,5.515,5.031,5.849,5.75,5.063,5.546,4.03,5.273,0,6.914800908686541,0,0.0,NOUN,1.0
tedious,7,2.912,2.771,4.0,2.657,2.657,4.514,5.829,3.943,4.4,0,6.178610662492831,0,0.0,ADJ,0.0
teeth,5,4.548,5.433,5.233,6.621,6.714,6.423,2.065,2.065,3.885,0,6.989869536611454,0,0.0,NOUN,1.0
telephone,9,4.0,5.382,5.486,6.485,6.559,6.515,2.771,3.206,3.333,0,7.798624918431446,0,0.0,NOUN,1.0
telescope,9,4.735,5.758,5.546,6.267,6.742,5.182,4.206,4.235,5.029,0,6.716997907573343,0,0.0,NOUN,1.0
television,10,4.969,5.686,5.353,6.546,6.882,6.529,2.286,4.177,4.543,0,7.7101541642956555,0,0.0,NOUN,1.0
temerity,8,4.077,4.25,4.333,3.091,2.412,1.735,6.765,4.846,4.563,0,4.90283476400473,0,0.0,NOUN,1.0
tempest,7,5.923,3.462,4.654,3.917,3.346,2.939,6.333,5.077,3.708,0,6.146251171726784,0,0.0,NOUN,1.0
temple,6,4.529,5.706,4.735,5.794,6.088,5.281,4.121,5.121,3.971,1,7.205538268661109,2,0.3589673888888888,NOUN,1.0
tempo,5,4.771,5.514,5.4,3.706,2.829,4.0,5.324,3.727,4.147,0,6.5280159549205905,0,0.0,NOUN,1.0
tempt,5,6.029,4.177,4.735,2.727,3.344,5.344,5.061,3.824,3.118,0,5.694241818841292,0,0.0,VERB,1.0
temptation,10,6.914,4.294,4.353,2.743,3.571,5.794,5.0,5.371,3.457,0,6.40424582446781,0,0.0,NOUN,1.0
tendency,8,3.824,4.765,4.938,2.677,2.382,5.333,5.618,3.971,3.697,0,6.652261816700218,0,0.0,NOUN,0.0
tender,6,5.303,7.061,4.758,2.677,3.727,4.886,4.794,4.057,2.441,1,6.950439583599967,2,0.23073388888888896,ADJ,1.0
tennis,6,4.677,5.871,5.636,6.031,6.742,6.1,3.394,3.548,4.29,0,7.419498557474245,0,0.0,NOUN,1.0
tense,5,4.114,3.571,4.094,3.091,3.794,5.758,4.943,3.971,4.457,1,6.365661293707105,2,0.43895383333333327,ADJ,1.0
tension,7,5.625,3.364,4.065,3.161,4.031,5.938,5.129,4.742,4.576,0,6.850989614695794,0,0.0,NOUN,1.0
tent,4,3.629,4.857,5.429,6.457,6.588,5.697,3.0,3.286,5.088,0,6.815736694920934,0,0.0,NOUN,1.0
tepid,5,2.871,4.035,4.742,2.867,2.667,3.581,5.936,3.2,3.667,0,5.343792494027049,0,0.0,ADJ,0.0
termite,7,3.406,3.412,4.971,6.546,5.629,4.03,4.629,2.059,4.849,0,5.888821752141019,0,0.0,NOUN,1.0
terrible,8,6.031,1.697,3.871,2.313,2.667,5.929,3.5,5.29,4.429,0,6.935017123304572,0,0.0,ADJ,0.0
terrific,8,7.121,8.394,6.886,2.344,3.156,5.867,3.743,5.382,4.057,0,6.5626055628674855,0,0.0,ADJ,2.0
terrify,7,6.0,1.941,3.882,2.412,3.588,5.625,3.912,5.177,4.559,0,4.99168671525469,0,0.0,VERB,1.0
terrifying,10,5.457,1.824,3.857,3.029,4.171,5.743,4.182,5.75,5.114,0,6.027078751934879,0,0.0,ADJ,1.0
terror,6,5.794,1.677,3.118,2.853,4.353,5.212,4.294,5.853,5.088,0,7.078293727619825,0,0.0,NOUN,0.0
terrorist,9,5.735,1.543,4.294,5.333,6.0,5.273,5.412,5.424,5.706,0,7.027230517280182,0,0.0,NOUN,1.0
test,4,4.242,3.514,4.343,5.286,4.771,6.294,3.229,4.088,4.324,0,8.190330540984098,0,0.0,NOUN,1.0
text,4,4.529,5.371,5.571,5.8,6.086,6.182,4.171,3.143,4.118,1,8.31968905966176,2,0.42880127777777777,NOUN,1.0
texture,7,4.4,5.543,5.286,4.8,4.686,5.353,4.765,3.771,3.457,0,6.816355196188326,0,0.0,NOUN,1.0
thank,5,5.156,7.469,5.355,3.156,2.969,6.708,2.125,4.467,3.267,0,7.800954432308215,0,0.0,VERB,2.0
thankful,8,5.629,7.6,6.212,2.4,3.206,6.03,3.486,5.147,3.0,0,6.318885002366872,0,0.0,ADJ,2.0
thanks,6,5.5,7.515,5.818,3.219,3.0,6.656,1.794,4.412,3.121,0,7.960938645406364,0,0.0,NOUN,2.0
theatre,7,6.121,6.636,5.419,6.059,6.371,5.97,3.543,5.212,3.0,0,7.532694528834385,0,0.0,NOUN,1.0
theatrical,10,6.606,5.971,5.882,3.306,4.971,5.529,5.083,5.229,2.75,0,6.5874805145926505,0,0.0,ADJ,1.0
thematic,8,4.261,5.25,5.044,2.81,2.667,2.375,6.143,4.364,3.556,0,6.380009428850479,0,0.0,NOUN,1.0
theme,5,4.697,5.515,5.129,3.188,3.25,5.333,4.406,4.467,3.724,0,7.570775633690624,0,0.0,NOUN,1.0
theologian,10,3.5,5.222,5.214,4.704,4.393,3.576,6.679,4.222,4.862,0,5.726294328503567,0,0.0,NOUN,1.0
theology,8,4.226,5.03,3.939,2.5,2.71,4.0,6.485,5.355,3.909,0,6.810512433421689,0,0.0,NOUN,1.0
theoretical,11,3.727,5.656,4.75,2.061,1.968,5.182,6.394,5.0,4.212,0,7.014892847547499,0,0.0,ADJ,1.0
theory,6,4.257,6.118,5.286,2.912,2.714,5.714,5.429,5.147,4.471,0,7.701366358273793,0,0.0,NOUN,1.0
therapist,9,4.588,5.471,4.0,5.5,5.576,5.618,5.588,4.382,3.455,0,6.719179506037178,0,0.0,NOUN,1.0
therapy,7,4.743,6.235,3.794,3.853,4.4,5.758,5.457,4.657,3.029,0,7.584991212153492,0,0.0,NOUN,1.0
thermometer,11,3.706,4.941,4.853,6.559,6.441,5.588,3.706,2.588,4.147,0,6.334739165753769,0,0.0,NOUN,1.0
thesaurus,9,3.758,5.912,5.4,6.086,6.242,5.086,5.235,4.343,3.879,0,6.853102625490832,0,0.0,NOUN,1.0
thick,5,3.394,4.303,4.909,4.471,4.294,5.667,3.029,4.412,4.606,0,7.147074881502163,0,0.0,ADJ,1.0
thicket,7,3.688,4.897,4.906,5.103,4.821,3.529,5.677,4.069,4.414,0,5.452398313465259,0,0.0,NOUN,1.0
thief,5,6.156,2.182,3.781,5.031,4.719,4.767,3.3,3.71,5.161,0,6.472869029589782,0,0.0,NOUN,1.0
thigh,5,4.75,5.167,5.533,6.375,6.606,6.1,3.303,3.375,2.879,0,6.336681227583601,0,0.0,NOUN,1.0
thighs,6,5.714,5.429,5.371,6.657,6.706,6.121,3.514,4.029,2.706,0,6.228645157862288,0,0.0,NOUN,1.0
thimble,7,3.594,5.2,4.567,6.345,5.933,3.8,4.281,1.581,2.467,0,5.506729562777398,0,0.0,NOUN,1.0
thin,4,3.758,4.636,4.688,3.969,5.656,6.265,2.771,2.514,2.515,0,7.2043301032032545,0,0.0,ADJ,1.0
thinner,7,4.765,5.206,4.618,4.543,4.879,5.688,3.424,3.091,2.382,0,6.0671277906643315,0,0.0,ADJ,1.0
third,5,3.567,4.807,4.613,3.188,3.548,5.964,2.813,3.563,4.115,0,7.97995443679946,0,0.0,ADV,1.0
thirst,6,4.969,3.75,3.774,4.844,4.576,6.344,2.625,4.677,3.636,0,6.131066303780161,0,0.0,NOUN,2.0
thirsty,7,4.0,3.618,3.853,4.529,4.343,6.531,1.886,4.03,3.886,0,6.030759163361885,0,0.0,ADJ,1.0
